measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,Rijksweg
RWS01_MONIBAS_0201hrl0359ra,51.9513,4.53284,A20,20
RWS01_MONIBAS_0201hrl0362ra,51.9519,4.53681,A20,20
RWS01_MONIBAS_0201hrl0366ra,51.9527,4.54291,A20,20
RWS01_MONIBAS_0201hrl0366rb,51.9527,4.54291,A20,20
RWS01_MONIBAS_0201hrl0369ra,51.9533,4.54695,A20,20
RWS01_MONIBAS_0201hrl0373ra,51.954,4.55249,A20,20
RWS01_MONIBAS_0201hrl0375ra,51.9544,4.55533,A20,20
RWS01_MONIBAS_0201hrl0378ra,51.9551,4.55947,A20,20
RWS01_MONIBAS_0201hrl0383ra,51.9569,4.56611,A20,20
RWS01_MONIBAS_0201hrl0386ra,51.9583,4.56987,A20,20
RWS01_MONIBAS_0201hrl0389ra,51.9599,4.57339,A20,20
RWS01_MONIBAS_0201hrl0392ra,51.9615,4.57684,A20,20
RWS01_MONIBAS_0201hrl0395ra,51.9631,4.58028,A20,20
RWS01_MONIBAS_0201hrl0399ra,51.9653,4.58489,A20,20
RWS01_MONIBAS_0201hrl0402ra,51.9669,4.58851,A20,20
RWS01_MONIBAS_0201hrl0406ra,51.9688,4.59347,A20,20
RWS01_MONIBAS_0201hrl0410ra,51.9706,4.59848,A20,20
RWS01_MONIBAS_0201hrl0413ra,51.9721,4.60211,A20,20
RWS01_MONIBAS_0201hrl0416ra,51.9738,4.60558,A20,20
RWS01_MONIBAS_0201hrl0420ra,51.976,4.61013,A20,20
RWS01_MONIBAS_0201hrl0423ra,51.9777,4.61355,A20,20
RWS01_MONIBAS_0201hrl0427ra,51.9799,4.61809,A20,20
RWS01_MONIBAS_0201hrl0429ra,51.981,4.62035,A20,20
RWS01_MONIBAS_0201hrl0434ra,51.9846,4.62649,A20,20
RWS01_MONIBAS_0201hrl0439ra,51.9873,4.63081,A20,20
RWS01_MONIBAS_0201hrl0444ra,51.9905,4.63593,A20,20
RWS01_MONIBAS_0201hrl0449ra,51.9937,4.64105,A20,20
RWS01_MONIBAS_0201hrl0452ra,51.9959,4.64461,A20,20
RWS01_MONIBAS_0201hrl0457ra,51.999,4.64952,A20,20
RWS01_MONIBAS_0201hrl0460ra,52.0012,4.65191,A20,20
RWS01_MONIBAS_0201hrl0463ra,52.0042,4.6537,A20,20
RWS01_MONIBAS_0201hrl0470ra,52.0095,4.6557,A20,20
RWS01_MONIBAS_0201hrl0475ra,52.014,4.65501,A20,20
RWS01_MONIBAS_0201hrl0478ra,52.0163,4.65283,A20,20
RWS01_MONIBAS_0201hrl0482ra,52.0198,4.65237,A20,20
RWS01_MONIBAS_0201hrr0101ra,51.9716,4.21658,A20,20
RWS01_MONIBAS_0201hrr0105ra,51.9691,4.21876,A20,20
RWS01_MONIBAS_0201hrr0108ra,51.9665,4.22142,A20,20
RWS01_MONIBAS_0201hrr0111ra,51.9646,4.22346,A20,20
RWS01_MONIBAS_0201hrr0114ra,51.9619,4.2262,A20,20
RWS01_MONIBAS_0201hrr0118ra,51.9592,4.22907,A20,20
RWS01_MONIBAS_0201hrr0120ra,51.9571,4.23048,A20,20
RWS01_MONIBAS_0201hrr0123ra,51.9546,4.23147,A20,20
RWS01_MONIBAS_0201hrr0127ra,51.9514,4.23255,A20,20
RWS01_MONIBAS_0201hrr0131ra,51.9479,4.23467,A20,20
RWS01_MONIBAS_0201hrr0134ra,51.9457,4.23722,A20,20
RWS01_MONIBAS_0201hrr0137ra,51.9434,4.24006,A20,20
RWS01_MONIBAS_0201hrr0140ra,51.9415,4.24246,A20,20
RWS01_MONIBAS_0201hrr0143ra,51.9393,4.24527,A20,20
RWS01_MONIBAS_0201hrr0146ra,51.937,4.24816,A20,20
RWS01_MONIBAS_0201hrr0149ra,51.9346,4.25114,A20,20
RWS01_MONIBAS_0201hrr0152ra,51.9325,4.25377,A20,20
RWS01_MONIBAS_0201hrr0155ra,51.9304,4.25635,A20,20
RWS01_MONIBAS_0201hrr0159ra,51.9279,4.26044,A20,20
RWS01_MONIBAS_0201hrr0162ra,51.9265,4.2639,A20,20
RWS01_MONIBAS_0201hrr0166ra,51.9247,4.26904,A20,20
RWS01_MONIBAS_0201hrr0169ra,51.9239,4.27314,A20,20
RWS01_MONIBAS_0201hrr0173ra,51.9233,4.27848,A20,20
RWS01_MONIBAS_0201hrr0176ra,51.9227,4.28326,A20,20
RWS01_MONIBAS_0201hrr0179ra,51.9221,4.28777,A20,20
RWS01_MONIBAS_0201hrr0183ra,51.9215,4.29235,A20,20
RWS01_MONIBAS_0201hrr0185ra,51.921,4.2963,A20,20
RWS01_MONIBAS_0201hrr0190ra,51.9202,4.30222,A20,20
RWS01_MONIBAS_0201hrr0193ra,51.9195,4.30748,A20,20
RWS01_MONIBAS_0201hrr0197ra,51.9189,4.31225,A20,20
RWS01_MONIBAS_0201hrr0200ra,51.9184,4.31649,A20,20
RWS01_MONIBAS_0201hrr0204ra,51.9177,4.32215,A20,20
RWS01_MONIBAS_0201hrr0208ra,51.9175,4.32791,A20,20
RWS01_MONIBAS_0201hrr0215ra,51.9196,4.33751,A20,20
RWS01_MONIBAS_0201hrr0218ra,51.9205,4.34157,A20,20
RWS01_MONIBAS_0201hrr0222ra,51.9218,4.34701,A20,20
RWS01_MONIBAS_0201hrr0225ra,51.9228,4.3511,A20,20
RWS01_MONIBAS_0201hrr0227ra,51.9237,4.35469,A20,20
RWS01_MONIBAS_0201hrr0232ra,51.9252,4.3616,A20,20
RWS01_MONIBAS_0201hrr0235ra,51.9255,4.36604,A20,20
RWS01_MONIBAS_0201hrr0240ra,51.9257,4.37311,A20,20
RWS01_MONIBAS_0201hrr0243ra,51.9258,4.37681,A20,20
RWS01_MONIBAS_0201hrr0247ra,51.9262,4.38246,A20,20
RWS01_MONIBAS_0201hrr0251ra,51.9266,4.38822,A20,20
RWS01_MONIBAS_0201hrr0253ra,51.9267,4.39088,A20,20
RWS01_MONIBAS_0201hrr0257ra,51.927,4.39664,A20,20
RWS01_MONIBAS_0201hrr0264ra,51.925,4.40612,A20,20
RWS01_MONIBAS_0201hrr0266ra,51.9237,4.40887,A20,20
RWS01_MONIBAS_0201hrr0269ra,51.9226,4.41256,A20,20
RWS01_MONIBAS_0201hrr0272ra,51.9228,4.41718,A20,20
RWS01_MONIBAS_0201hrr0274ra,51.9238,4.42044,A20,20
RWS01_MONIBAS_0201hrr0281ra,51.9268,4.42791,A20,20
RWS01_MONIBAS_0201hrr0284ra,51.9284,4.4317,A20,20
RWS01_MONIBAS_0201hrr0285ra,51.9292,4.43364,A20,20
RWS01_MONIBAS_0201hrr0285rb,51.9292,4.43364,A20,20
RWS01_MONIBAS_0201hrr0285rc,51.9292,4.43364,A20,20
RWS01_MONIBAS_0201hrr0288ra,51.9303,4.43646,A20,20
RWS01_MONIBAS_0201hrr0291ra,51.9317,4.4403,A20,20
RWS01_MONIBAS_0201hrr0295ra,51.9337,4.44496,A20,20
RWS01_MONIBAS_0201hrr0298ra,51.9348,4.44907,A20,20
RWS01_MONIBAS_0201hrr0301ra,51.9359,4.45438,A20,20
RWS01_MONIBAS_0201hrr0306ra,51.9378,4.45953,A20,20
RWS01_MONIBAS_0201hrr0309ra,51.9394,4.46424,A20,20
RWS01_MONIBAS_0201hrr0312ra,51.9401,4.46811,A20,20
RWS01_MONIBAS_0201hrr0315ra,51.9406,4.47224,A20,20
RWS01_MONIBAS_0201hrr0319ra,51.9412,4.47724,A20,20
RWS01_MONIBAS_0201hrr0322ra,51.9417,4.48168,A20,20
RWS01_MONIBAS_0201hrr0324ra,51.942,4.48534,A20,20
RWS01_MONIBAS_0201hrr0328ra,51.9428,4.49002,A20,20
RWS01_MONIBAS_0201hrr0332ra,51.9447,4.49493,A20,20
RWS01_MONIBAS_0201hrr0333ra,51.9451,4.49717,A20,20
RWS01_MONIBAS_0201hrr0338ra,51.9458,4.5042,A20,20
RWS01_MONIBAS_0201hrr0343ra,51.9467,4.51061,A20,20
RWS01_MONIBAS_0201hrr0346ra,51.9477,4.51608,A20,20
RWS01_MONIBAS_0201hrr0346rb,51.9477,4.51608,A20,20
RWS01_MONIBAS_0201hrr0354ra,51.9499,4.52567,A20,20
RWS01_MONIBAS_0201hrr0360ra,51.9513,4.53407,A20,20
RWS01_MONIBAS_0201hrr0363ra,51.9519,4.53833,A20,20
RWS01_MONIBAS_0201hrr0366ra,51.9525,4.54259,A20,20
RWS01_MONIBAS_0201hrr0369ra,51.9531,4.54745,A20,20
RWS01_MONIBAS_0201hrr0373ra,51.9539,4.55281,A20,20
RWS01_MONIBAS_0201hrr0378ra,51.955,4.55957,A20,20
RWS01_MONIBAS_0201hrr0383ra,51.9567,4.56625,A20,20
RWS01_MONIBAS_0201hrr0386ra,51.9582,4.57004,A20,20
RWS01_MONIBAS_0201hrr0389ra,51.9597,4.57358,A20,20
RWS01_MONIBAS_0201hrr0392ra,51.9614,4.57702,A20,20
RWS01_MONIBAS_0201hrr0395ra,51.963,4.58045,A20,20
RWS01_MONIBAS_0201hrr0399ra,51.9652,4.58509,A20,20
RWS01_MONIBAS_0201hrr0402ra,51.9667,4.58867,A20,20
RWS01_MONIBAS_0201hrr0406ra,51.9686,4.59363,A20,20
RWS01_MONIBAS_0201hrr0410ra,51.9705,4.59862,A20,20
RWS01_MONIBAS_0201hrr0413ra,51.972,4.60225,A20,20
RWS01_MONIBAS_0201hrr0416ra,51.9736,4.60574,A20,20
RWS01_MONIBAS_0201hrr0420ra,51.9758,4.61028,A20,20
RWS01_MONIBAS_0201hrr0423ra,51.9775,4.6137,A20,20
RWS01_MONIBAS_0201hrr0425ra,51.9786,4.61597,A20,20
RWS01_MONIBAS_0201hrr0427ra,51.9798,4.61825,A20,20
RWS01_MONIBAS_0201hrr0429ra,51.9812,4.6211,A20,20
RWS01_MONIBAS_0201hrr0433ra,51.9834,4.62503,A20,20
RWS01_MONIBAS_0201hrr0436ra,51.9853,4.62787,A20,20
RWS01_MONIBAS_0201hrr0439ra,51.9872,4.63094,A20,20
RWS01_MONIBAS_0201hrr0444ra,51.9904,4.63605,A20,20
RWS01_MONIBAS_0201hrr0449ra,51.9936,4.64117,A20,20
RWS01_MONIBAS_0201hrr0452ra,51.9958,4.64475,A20,20
RWS01_MONIBAS_0201hrr0457ra,51.999,4.64969,A20,20
RWS01_MONIBAS_0201hrr0461ra,52.0019,4.65272,A20,20
RWS01_MONIBAS_0201hrr0465ra,52.0052,4.65433,A20,20
RWS01_MONIBAS_0201hrr0470ra,52.0095,4.65592,A20,20
RWS01_MONIBAS_0201hrr0475ra,52.0139,4.65536,A20,20
RWS01_MONIBAS_0201hrr0478ra,52.0164,4.65344,A20,20
RWS01_MONIBAS_0201hrr0483ra,52.0207,4.65416,A20,20
RWS01_MONICA_10D014019450D0050005,51.9716,4.21679,A20,20
RWS01_MONICA_10D014019450D0050009,51.9716,4.21679,A20,20
RWS01_MONICA_10D01401A400D0050005,51.9691,4.21896,A20,20
RWS01_MONICA_10D01401A400D0050009,51.9691,4.21896,A20,20
RWS01_MONICA_10D01401B028D0050005,51.9665,4.2216,A20,20
RWS01_MONICA_10D01401B028D0050009,51.9665,4.2216,A20,20
RWS01_MONICA_10D01402000010200005,51.9507,4.23326,A20,20
RWS01_MONICA_10D01402A81E10200005,51.9241,4.2743,A20,20
RWS01_MONICA_10D01403840010200005,51.923,4.35095,A20,20
RWS01_MONICA_10D01403A40088200007,51.9245,4.36182,A20,20
RWS01_MONICA_10D01403C400D0050005,51.9258,4.37363,A20,20
RWS01_MONICA_10D01403C400D0050009,51.9258,4.37363,A20,20
RWS01_MONICA_10D01404141100200007,51.9259,4.40213,A20,20
RWS01_MONICA_10D014041C46D0050005,51.9253,4.4059,A20,20
RWS01_MONICA_10D014041C46D0050009,51.9253,4.4059,A20,20
RWS01_MONICA_10D014041C46D005000D,51.9253,4.4059,A20,20
RWS01_MONICA_10D014041C46D0050305,51.9253,4.4059,A20,20
RWS01_MONICA_10D01404545AD0070007,51.9253,4.42412,A20,20
RWS01_MONICA_10D01404545AD007000B,51.9253,4.42412,A20,20
RWS01_MONICA_10D01404545AD007000F,51.9253,4.42412,A20,20
RWS01_MONICA_10D01405D40FD0070013,51.9539,4.55281,A20,20
RWS01_MONICA_10D01405D40FD0070017,51.9539,4.55281,A20,20
RWS01_MONICA_10D014079846D0070007,52.0229,4.65807,A20,20
RWS01_MONICA_10D014079846D007000B,52.0229,4.65807,A20,20
GEO02_R_RWSTI4061,51.927,4.39057,A20,20
GEO02_R_RWSTI4062,51.927,4.39054,A20,20
GEO02_R_RWSTI4063,51.927,4.39054,A20,20
GEO02_R_RWSTI4184,51.9228,4.28395,A20,20
GEO02_R_RWSTI4185,51.9228,4.28395,A20,20
GEO02_R_RWSTI4192,51.9541,4.55538,A20,20
GEO02_R_RWSTI4193,51.9541,4.55538,A20,20
GEO02_R_RWSTI4190,51.9541,4.55534,A20,20
GEO02_R_RWSTI4191,51.9541,4.55537,A20,20
GEO02_R_RWSTI4186,51.9417,4.48246,A20,20
GEO02_R_RWSTI4187,51.9417,4.48246,A20,20
GEO02_R_RWSTI4188,51.9416,4.48245,A20,20
GEO02_R_RWSTI4189,51.9416,4.48245,A20,20
GEO02_R_RWSTI4066,51.9288,4.433,A20,20
GEO02_R_RWSTI4067,51.9288,4.433,A20,20
GEO02_R_RWSTI4065,51.9288,4.43297,A20,20
GEO02_R_RWSTI4064,51.9288,4.43297,A20,20
GEO02_R_RWSTI4058,51.9238,4.35403,A20,20
GEO02_R_RWSTI4059,51.9238,4.354,A20,20
GEO02_R_RWSTI4060,51.9238,4.354,A20,20
RWS01_MONIBAS_0220vwa0130ra,52.4725,4.65277,A22,22
RWS01_MONIBAS_0220vwb0109ra,52.4536,4.65862,A22,22
RWS01_MONIBAS_0220vwd0130ra,52.4737,4.6534,A22,22
RWS01_MONIBAS_0221hrl0091ra,52.4389,4.66948,A22,22
RWS01_MONIBAS_0221hrl0093ra,52.4404,4.66788,A22,22
RWS01_MONIBAS_0221hrl0097ra,52.4442,4.66392,A22,22
RWS01_MONIBAS_0221hrl0102ra,52.4476,4.66072,A22,22
RWS01_MONIBAS_0221hrl0108ra,52.4526,4.65787,A22,22
RWS01_MONIBAS_0221hrl0110ra,52.4551,4.65695,A22,22
RWS01_MONIBAS_0221hrl0113ra,52.4571,4.65623,A22,22
RWS01_MONIBAS_0221hrl0116ra,52.4596,4.65532,A22,22
RWS01_MONIBAS_0221hrl0117ra,52.4605,4.65497,A22,22
RWS01_MONIBAS_0221hrl0118ra,52.4613,4.65466,A22,22
RWS01_MONIBAS_0221hrl0120ra,52.4631,4.65403,A22,22
RWS01_MONIBAS_0221hrl0121ra,52.464,4.6537,A22,22
RWS01_MONIBAS_0221hrl0123ra,52.4658,4.65304,A22,22
RWS01_MONIBAS_0221hrl0124ra,52.4667,4.65273,A22,22
RWS01_MONIBAS_0221hrl0125ra,52.4676,4.6524,A22,22
RWS01_MONIBAS_0221hrl0126ra,52.4693,4.65185,A22,22
RWS01_MONIBAS_0221hrl0128ra,52.4706,4.6517,A22,22
RWS01_MONIBAS_0221hrl0130ra,52.4725,4.65245,A22,22
RWS01_MONIBAS_0221hrl0133ra,52.4744,4.65407,A22,22
RWS01_MONIBAS_0221hrl0137ra,52.4775,4.65704,A22,22
RWS01_MONIBAS_0221hrl0141ra,52.4803,4.66163,A22,22
RWS01_MONIBAS_0221hrl0147ra,52.4823,4.66964,A22,22
RWS01_MONIBAS_0221hrl0153ra,52.4841,4.67781,A22,22
RWS01_MONIBAS_0221hrl0158ra,52.4842,4.6848,A22,22
RWS01_MONIBAS_0221hrl0161ra,52.4846,4.68901,A22,22
RWS01_MONIBAS_0221hrr0092ra,52.4406,4.67002,A22,22
RWS01_MONIBAS_0221hrr0097ra,52.4444,4.66436,A22,22
RWS01_MONIBAS_0221hrr0102ra,52.4476,4.66089,A22,22
RWS01_MONIBAS_0221hrr0104ra,52.4494,4.65964,A22,22
RWS01_MONIBAS_0221hrr0108ra,52.4526,4.65805,A22,22
RWS01_MONIBAS_0221hrr0110ra,52.4549,4.65721,A22,22
RWS01_MONIBAS_0221hrr0111ra,52.4554,4.65704,A22,22
RWS01_MONIBAS_0221hrr0114ra,52.4581,4.65604,A22,22
RWS01_MONIBAS_0221hrr0116ra,52.4596,4.6555,A22,22
RWS01_MONIBAS_0221hrr0117ra,52.4605,4.6552,A22,22
RWS01_MONIBAS_0221hrr0118ra,52.4614,4.65487,A22,22
RWS01_MONIBAS_0221hrr0120ra,52.4631,4.65419,A22,22
RWS01_MONIBAS_0221hrr0121ra,52.464,4.65388,A22,22
RWS01_MONIBAS_0221hrr0123ra,52.4658,4.65326,A22,22
RWS01_MONIBAS_0221hrr0124ra,52.4667,4.65293,A22,22
RWS01_MONIBAS_0221hrr0126ra,52.4693,4.65202,A22,22
RWS01_MONIBAS_0221hrr0128ra,52.4706,4.65191,A22,22
RWS01_MONIBAS_0221hrr0130ra,52.4722,4.65247,A22,22
RWS01_MONIBAS_0221hrr0131ra,52.4735,4.65343,A22,22
RWS01_MONIBAS_0221hrr0137ra,52.4774,4.65722,A22,22
RWS01_MONIBAS_0221hrr0141ra,52.4802,4.6618,A22,22
RWS01_MONIBAS_0221hrr0147ra,52.4822,4.66974,A22,22
RWS01_MONIBAS_0221hrr0153ra,52.4839,4.67784,A22,22
RWS01_MONIBAS_0221hrr0158ra,52.4841,4.68477,A22,22
RWS01_MONIBAS_0221hrr0164ra,52.4854,4.6928,A22,22
RWS01_MONIBAS_0221hrr0168ra,52.4886,4.69505,A22,22
RWS01_MONICA_10D01601C414D0070007,52.4571,4.65641,A22,22
RWS01_MONICA_10D01601C414D007000B,52.4571,4.65641,A22,22
RWS01_MONICA_10D016020C0018200005,52.4729,4.65231,A22,22
RWS01_MONICA_10D016020C0018200009,52.4729,4.65231,A22,22
RWS01_MONICA_10D016020C5000200007,52.4733,4.65349,A22,22
RWS01_MONICA_10D016020C500020000B,52.4733,4.65349,A22,22
GEO02_R_RWSTI4209,52.4824,4.66915,A22,22
GEO02_R_RWSTI4210,52.4824,4.66915,A22,22
GEO02_R_RWSTI784,52.4534,4.6586,A22,22
GEO02_R_RWSTI4205,52.4544,4.65775,A22,22
GEO02_R_RWSTI4206,52.4544,4.65775,A22,22
GEO02_R_RWSTI4207,52.4544,4.65769,A22,22
GEO02_R_RWSTI4208,52.4544,4.65769,A22,22
RWS01_MONICA_00D01B002455D0050005,51.5504,4.83366,A27,27
RWS01_MONICA_00D01B002455D0050009,51.5504,4.83366,A27,27
RWS01_MONICA_00D01B00400528200005,51.5513,4.82381,A27,27
RWS01_MONICA_00D01B008C05D0070007,51.5677,4.8216,A27,27
RWS01_MONICA_00D01B008C05D007000B,51.5677,4.8216,A27,27
RWS01_MONICA_00D01B00A44BD0050005,51.5737,4.82302,A27,27
RWS01_MONICA_00D01B00A44BD0050009,51.5737,4.82302,A27,27
RWS01_MONICA_00D01B00C02DD0050005,51.5798,4.8236,A27,27
RWS01_MONICA_00D01B00C02DD0050009,51.5798,4.8236,A27,27
RWS01_MONICA_00D01B00C037D0070007,51.5798,4.82376,A27,27
RWS01_MONICA_00D01B00C037D007000B,51.5798,4.82376,A27,27
RWS01_MONICA_00D01B00CC19D0050005,51.5823,4.82374,A27,27
RWS01_MONICA_00D01B00CC19D0050009,51.5823,4.82374,A27,27
RWS01_MONICA_00D01B00CC1E10200005,51.5823,4.82343,A27,27
RWS01_MONICA_00D01B00FC0000200007,51.5919,4.82923,A27,27
RWS01_MONICA_00D01B00FC000020000B,51.5919,4.82923,A27,27
RWS01_MONICA_00D01B00FC23D0050005,51.5925,4.82902,A27,27
RWS01_MONICA_00D01B00FC23D0050009,51.5925,4.82902,A27,27
RWS01_MONICA_00D01B00FC2818200005,51.5927,4.8284,A27,27
RWS01_MONICA_00D01B00FC2DD0070007,51.5925,4.82928,A27,27
RWS01_MONICA_00D01B00FC2DD007000B,51.5925,4.82928,A27,27
RWS01_MONICA_00D01B012000D0070007,51.5987,4.83658,A27,27
RWS01_MONICA_00D01B012000D007000B,51.5987,4.83658,A27,27
RWS01_MONICA_00D01B013014D0050005,51.6017,4.84028,A27,27
RWS01_MONICA_00D01B013014D0050009,51.6017,4.84028,A27,27
RWS01_MONICA_00D01B018C37D0050005,51.6178,4.86165,A27,27
RWS01_MONICA_00D01B018C37D0050009,51.6178,4.86165,A27,27
RWS01_MONICA_00D01B018C41D0070007,51.6178,4.86186,A27,27
RWS01_MONICA_00D01B018C41D007000B,51.6178,4.86186,A27,27
RWS01_MONICA_00D01B01BC19D0050005,51.6266,4.87069,A27,27
RWS01_MONICA_00D01B01BC19D0050009,51.6266,4.87069,A27,27
RWS01_MONICA_00D01B01BC23D0070007,51.6266,4.87091,A27,27
RWS01_MONICA_00D01B01BC23D007000B,51.6266,4.87091,A27,27
RWS01_MONICA_00D01B01D800D0070007,51.6315,4.87642,A27,27
RWS01_MONICA_00D01B01D800D007000B,51.6315,4.87642,A27,27
RWS01_MONICA_00D01B020052D0050005,51.6401,4.88298,A27,27
RWS01_MONICA_00D01B020052D0050009,51.6401,4.88298,A27,27
RWS01_MONICA_00D01B02005CD0070007,51.6402,4.88317,A27,27
RWS01_MONICA_00D01B02005CD007000B,51.6402,4.88317,A27,27
RWS01_MONICA_00D01B022C32D0050005,51.6497,4.88231,A27,27
RWS01_MONICA_00D01B022C32D0050009,51.6497,4.88231,A27,27
RWS01_MONICA_00D01B022C32D0070007,51.6497,4.8825,A27,27
RWS01_MONICA_00D01B022C32D007000B,51.6497,4.8825,A27,27
RWS01_MONICA_00D01B02584FD0050005,51.6598,4.88103,A27,27
RWS01_MONICA_00D01B02584FD0050009,51.6598,4.88103,A27,27
RWS01_MONICA_00D01B025859D0070007,51.6599,4.88122,A27,27
RWS01_MONICA_00D01B025859D007000B,51.6599,4.88122,A27,27
RWS01_MONICA_00D01B02A42DD0050005,51.6765,4.88041,A27,27
RWS01_MONICA_00D01B02A42DD0050009,51.6765,4.88041,A27,27
RWS01_MONICA_00D01B02A437D0070007,51.6766,4.88065,A27,27
RWS01_MONICA_00D01B02A437D007000B,51.6766,4.88065,A27,27
RWS01_MONICA_00D01B02D84DD0050005,51.6883,4.88408,A27,27
RWS01_MONICA_00D01B02D84DD0050009,51.6883,4.88408,A27,27
RWS01_MONICA_00D01B02D857D0070007,51.6884,4.88428,A27,27
RWS01_MONICA_00D01B02D857D007000B,51.6884,4.88428,A27,27
RWS01_MONICA_00D01B032037D0050005,51.704,4.88835,A27,27
RWS01_MONICA_00D01B032037D0050009,51.704,4.88835,A27,27
RWS01_MONICA_00D01B032041D0070007,51.7041,4.88856,A27,27
RWS01_MONICA_00D01B032041D007000B,51.7041,4.88856,A27,27
RWS01_MONICA_00D01B034C0AD0050005,51.7135,4.88897,A27,27
RWS01_MONICA_00D01B034C0AD0050009,51.7135,4.88897,A27,27
RWS01_MONICA_00D01B034C14D0070007,51.7136,4.88919,A27,27
RWS01_MONICA_00D01B034C14D007000B,51.7136,4.88919,A27,27
RWS01_MONICA_00D01B03742AD0050005,51.7226,4.89167,A27,27
RWS01_MONICA_00D01B03742AD0050009,51.7226,4.89167,A27,27
RWS01_MONICA_00D01B038C19D0070007,51.7274,4.89532,A27,27
RWS01_MONICA_00D01B038C19D007000B,51.7274,4.89532,A27,27
RWS01_MONICA_00D01B03B85DD0050005,51.7349,4.90686,A27,27
RWS01_MONICA_00D01B03B85DD0050009,51.7349,4.90686,A27,27
RWS01_MONICA_00D01B03BC03D0070007,51.7349,4.90717,A27,27
RWS01_MONICA_00D01B03BC03D007000B,51.7349,4.90717,A27,27
RWS01_MONICA_00D01B043C05D0070007,51.7604,4.92696,A27,27
RWS01_MONICA_00D01B043C05D007000B,51.7604,4.92696,A27,27
RWS01_MONICA_00D01B045837D0050005,51.7671,4.9279,A27,27
RWS01_MONICA_00D01B045837D0050009,51.7671,4.9279,A27,27
RWS01_MONICA_00D01B047050D0050005,51.7727,4.92761,A27,27
RWS01_MONICA_00D01B047050D0050009,51.7727,4.92761,A27,27
RWS01_MONICA_00D01B04705AD0070007,51.7728,4.92781,A27,27
RWS01_MONICA_00D01B04705AD007000B,51.7728,4.92781,A27,27
RWS01_MONICA_00D01B04A02DD0050005,51.7831,4.9279,A27,27
RWS01_MONICA_00D01B04A02DD0050009,51.7831,4.9279,A27,27
RWS01_MONICA_00D01B04A037D0070007,51.7832,4.92815,A27,27
RWS01_MONICA_00D01B04A037D007000B,51.7832,4.92815,A27,27
RWS01_MONICA_00D01B04CC37D0050005,51.793,4.92981,A27,27
RWS01_MONICA_00D01B04CC37D0050009,51.793,4.92981,A27,27
RWS01_MONICA_00D01B04CC41D0070007,51.7931,4.93004,A27,27
RWS01_MONICA_00D01B04CC41D007000B,51.7931,4.93004,A27,27
RWS01_MONICA_00D01B05144BD0050005,51.8091,4.93491,A27,27
RWS01_MONICA_00D01B05144BD0050009,51.8091,4.93491,A27,27
RWS01_MONICA_00D01B054423D0050005,51.8191,4.9394,A27,27
RWS01_MONICA_00D01B054423D0050009,51.8191,4.9394,A27,27
RWS01_MONICA_00D01B05442DD0070007,51.8192,4.93961,A27,27
RWS01_MONICA_00D01B05442DD007000B,51.8192,4.93961,A27,27
RWS01_MONICA_00D01B055846D0050005,51.8238,4.94114,A27,27
RWS01_MONICA_00D01B055846D0050009,51.8238,4.94114,A27,27
RWS01_MONICA_00D01B055850D0070007,51.8239,4.9413,A27,27
RWS01_MONICA_00D01B055850D007000B,51.8239,4.9413,A27,27
RWS01_MONICA_00D01B0A7C32D0070007,52.0238,5.1295,A27,27
RWS01_MONICA_00D01B0A7C32D007000B,52.0238,5.1295,A27,27
RWS01_MONICA_00D01B0A7C32D0070187,52.0238,5.1295,A27,27
RWS01_MONICA_00D01B0AA055D0070007,52.0313,5.13574,A27,27
RWS01_MONICA_00D01B0AA055D007000B,52.0313,5.13574,A27,27
RWS01_MONICA_00D01B0AA055D0070187,52.0313,5.13574,A27,27
RWS01_MONICA_00D01B0ACC37D0070007,52.0405,5.14017,A27,27
RWS01_MONICA_00D01B0ACC37D007000B,52.0405,5.14017,A27,27
RWS01_MONICA_00D01B0ACC37D007000F,52.0405,5.14017,A27,27
RWS01_MONICA_00D01B0ACC37D0070307,52.0405,5.14017,A27,27
RWS01_MONICA_00D01B0B0C0FD0070007,52.0543,5.14465,A27,27
RWS01_MONICA_00D01B0B0C0FD007000B,52.0543,5.14465,A27,27
RWS01_MONICA_00D01B0B0C0FD0070087,52.0543,5.14465,A27,27
RWS01_MONICA_00D01B0B2000A8200007,52.057,5.14726,A27,27
RWS01_MONICA_00D01B0B2000D0070007,52.0586,5.14472,A27,27
RWS01_MONICA_00D01B0B2000D007000B,52.0586,5.14472,A27,27
RWS01_MONICA_00D01B0B2000D007000F,52.0586,5.14472,A27,27
RWS01_MONICA_00D01B0C5C0520200007,52.0819,5.16176,A27,27
RWS01_MONICA_00D01B0C5C052020000B,52.0819,5.16176,A27,27
RWS01_MONICA_00D01B0C5C052020000F,52.0819,5.16176,A27,27
RWS01_MONICA_00D01B0C5C05D0070007,52.0819,5.16155,A27,27
RWS01_MONICA_00D01B0C5C05D007000B,52.0819,5.16155,A27,27
RWS01_MONICA_00D01B0C5C05D007000F,52.0819,5.16155,A27,27
RWS01_MONICA_00D01B0C880020200007,52.0912,5.16495,A27,27
RWS01_MONICA_00D01B0C88002020000B,52.0912,5.16495,A27,27
RWS01_MONICA_00D01B0C88002020000F,52.0912,5.16495,A27,27
RWS01_MONICA_00D01B0C880078200007,52.091,5.16564,A27,27
RWS01_MONICA_00D01B0C900560200007,52.0934,5.16044,A27,27
