measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,Rijksweg
RWS01_MONIBAS_0161hrr0283ra,51.8503,4.60357,A16,16
RWS01_MONIBAS_0161hrr0287ra,51.8467,4.60705,A16,16
RWS01_MONIBAS_0161hrr0292ra,51.8429,4.6108,A16,16
RWS01_MONIBAS_0161hrr0300ra,51.8371,4.61661,A16,16
RWS01_MONIBAS_0161hrr0307ra,51.8321,4.6211,A16,16
RWS01_MONIBAS_0161hrr0312ra,51.8272,4.62425,A16,16
RWS01_MONIBAS_0161hrr0317ra,51.8234,4.62625,A16,16
RWS01_MONIBAS_0161hrr0322ra,51.8193,4.62836,A16,16
RWS01_MONIBAS_0161hrr0325ra,51.8169,4.63017,A16,16
RWS01_MONIBAS_0161hrr0327ra,51.8151,4.63239,A16,16
RWS01_MONIBAS_0161hrr0329ra,51.8141,4.63433,A16,16
RWS01_MONIBAS_0161hrr0331ra,51.8131,4.63682,A16,16
RWS01_MONIBAS_0161hrr0331rb,51.8131,4.63682,A16,16
RWS01_MONIBAS_0161hrr0334ra,51.8121,4.64079,A16,16
RWS01_MONIBAS_0161hrr0336ra,51.8116,4.64317,A16,16
RWS01_MONIBAS_0161hrr0337ra,51.8109,4.64528,A16,16
RWS01_MONIBAS_0161hrr0338ra,51.8105,4.64605,A16,16
RWS01_MONIBAS_0161hrr0339ra,51.8099,4.64721,A16,16
RWS01_MONIBAS_0161hrr0340ra,51.8091,4.64819,A16,16
RWS01_MONIBAS_0161hrr0341ra,51.8083,4.64901,A16,16
RWS01_MONIBAS_0161hrr0343ra,51.8072,4.64963,A16,16
RWS01_MONIBAS_0161hrr0344ra,51.806,4.65006,A16,16
RWS01_MONIBAS_0161hrr0346ra,51.8045,4.65013,A16,16
RWS01_MONIBAS_0161hrr0348ra,51.8025,4.64984,A16,16
RWS01_MONIBAS_0161hrr0353ra,51.8007,4.64962,A16,16
RWS01_MONIBAS_0161hrr0356ra,51.7977,4.64923,A16,16
RWS01_MONIBAS_0161hrr0361ra,51.7933,4.64875,A16,16
RWS01_MONIBAS_0161hrr0366ra,51.7892,4.64926,A16,16
RWS01_MONIBAS_0161hrr0369ra,51.7862,4.64994,A16,16
RWS01_MONIBAS_0161hrr0376ra,51.7797,4.65038,A16,16
RWS01_MONIBAS_0161hrr0382ra,51.7749,4.64935,A16,16
RWS01_MONIBAS_0161hrr0387ra,51.7704,4.6483,A16,16
RWS01_MONIBAS_0161hrr0393ra,51.7653,4.64704,A16,16
RWS01_MONIBAS_0161hrr0398ra,51.7602,4.6454,A16,16
RWS01_MONIBAS_0161hrr0404ra,51.7557,4.64349,A16,16
RWS01_MONIBAS_0161hrr0409ra,51.7511,4.64121,A16,16
RWS01_MONIBAS_0161hrr0415ra,51.7459,4.63856,A16,16
RWS01_MONIBAS_0161hrr0421ra,51.741,4.63602,A16,16
RWS01_MONIBAS_0161hrr0426ra,51.7366,4.63401,A16,16
RWS01_MONIBAS_0161hrr0431ra,51.732,4.63227,A16,16
RWS01_MONIBAS_0161hrr0437ra,51.7269,4.63173,A16,16
RWS01_MONIBAS_0161hrr0442ra,51.7221,4.63365,A16,16
RWS01_MONIBAS_0161hrr0453ra,51.7126,4.63944,A16,16
RWS01_MONIBAS_0161hrr0458ra,51.7092,4.6418,A16,16
RWS01_MONIBAS_0161hrr0461ra,51.7067,4.64408,A16,16
RWS01_MONIBAS_0161hrr0464ra,51.7043,4.64616,A16,16
RWS01_MONIBAS_0161hrr0467ra,51.7015,4.6485,A16,16
RWS01_MONIBAS_0161hrr0470ra,51.699,4.64991,A16,16
RWS01_MONIBAS_0161hrr0474ra,51.6962,4.65148,A16,16
RWS01_MONIBAS_0161hrr0477ra,51.6934,4.65308,A16,16
RWS01_MONIBAS_0161hrr0480ra,51.691,4.65491,A16,16
RWS01_MONIBAS_0161hrr0485ra,51.687,4.65862,A16,16
RWS01_MONIBAS_0161hrr0488ra,51.6845,4.66112,A16,16
RWS01_MONIBAS_0161hrr0492ra,51.6814,4.66408,A16,16
RWS01_MONIBAS_0161hrr0497ra,51.6775,4.66779,A16,16
RWS01_MONIBAS_0161hrr0503ra,51.6728,4.67221,A16,16
RWS01_MONIBAS_0161hrr0507ra,51.6701,4.67455,A16,16
RWS01_MONIBAS_0161hrr0510ra,51.6672,4.67687,A16,16
RWS01_MONIBAS_0161hrr0514ra,51.6639,4.67924,A16,16
RWS01_MONIBAS_0161hrr0518ra,51.661,4.68129,A16,16
RWS01_MONIBAS_0161hrr0524ra,51.656,4.6847,A16,16
RWS01_MONIBAS_0161hrr0529ra,51.6518,4.68763,A16,16
RWS01_MONIBAS_0161hrr0534ra,51.6482,4.69015,A16,16
RWS01_MONIBAS_0161hrr0537ra,51.6453,4.69191,A16,16
RWS01_MONIBAS_0161hrr0542ra,51.6416,4.69488,A16,16
RWS01_MONIBAS_0161hrr0544ra,51.64,4.69601,A16,16
RWS01_MONIBAS_0161hrr0548ra,51.6365,4.69846,A16,16
RWS01_MONIBAS_0161hrr0552ra,51.6329,4.70109,A16,16
RWS01_MONIBAS_0161hrr0557ra,51.6291,4.70374,A16,16
RWS01_MONIBAS_0161hrr0562ra,51.6253,4.70643,A16,16
RWS01_MONIBAS_0161hrr0566ra,51.6217,4.70887,A16,16
RWS01_MONIBAS_0161hrr0570ra,51.6182,4.71131,A16,16
RWS01_MONIBAS_0161hrr0574ra,51.6153,4.71336,A16,16
RWS01_MONIBAS_0161hrr0578ra,51.6114,4.71604,A16,16
RWS01_MONIBAS_0161hrr0582ra,51.6083,4.71813,A16,16
RWS01_MONIBAS_0161hrr0586ra,51.6047,4.72028,A16,16
RWS01_MONIBAS_0161hrr0589ra,51.6026,4.7212,A16,16
RWS01_MONIBAS_0161hrr0595ra,51.5973,4.72326,A16,16
RWS01_MONIBAS_0161hrr0600ra,51.5925,4.72357,A16,16
RWS01_MONIBAS_0161hrr0605ra,51.5885,4.72331,A16,16
RWS01_MONIBAS_0161hrr0609ra,51.5844,4.72373,A16,16
RWS01_MONIBAS_0161hrr0611ra,51.5831,4.72402,A16,16
RWS01_MONIBAS_0161hrr0613ra,51.5805,4.72484,A16,16
RWS01_MONIBAS_0161hrr0617ra,51.5774,4.72616,A16,16
RWS01_MONIBAS_0161hrr0619ra,51.5753,4.72711,A16,16
RWS01_MONIBAS_0161hrr0623ra,51.5719,4.72861,A16,16
RWS01_MONIBAS_0161hrr0628ra,51.5678,4.7304,A16,16
RWS01_MONIBAS_0161hrr0634ra,51.5632,4.73281,A16,16
RWS01_MONIBAS_0161hrr0637ra,51.5601,4.73483,A16,16
RWS01_MONIBAS_0161hrr0641ra,51.5569,4.73668,A16,16
RWS01_MONIBAS_0161hrr0645ra,51.5539,4.73799,A16,16
RWS01_MONIBAS_0161hrr0647ra,51.5517,4.73877,A16,16
RWS01_MONIBAS_0161hrr0652ra,51.5477,4.7397,A16,16
RWS01_MONIBAS_0161hrr0655ra,51.5448,4.74002,A16,16
RWS01_MONIBAS_0161hrr0659ra,51.541,4.74002,A16,16
RWS01_MONIBAS_0161hrr0662ra,51.5385,4.74016,A16,16
RWS01_MONIBAS_0161hrr0665ra,51.5358,4.74074,A16,16
RWS01_MONIBAS_0161hrr0668ra,51.5333,4.74165,A16,16
RWS01_MONIBAS_0161hrr0668rb,51.5333,4.74165,A16,16
RWS01_MONIBAS_0161hrr0673ra,51.5292,4.74319,A16,16
RWS01_MONIBAS_0161hrr0677ra,51.526,4.74429,A16,16
RWS01_MONIBAS_0161hrr0681ra,51.5223,4.74513,A16,16
RWS01_MONIBAS_0161hrr0685ra,51.5187,4.74532,A16,16
RWS01_MONICA_10D01002C80DB8200007,51.9301,4.53794,A16,16
RWS01_MONICA_10D01002C80DB820000B,51.9301,4.53794,A16,16
RWS01_MONICA_10D01002C80DB820000F,51.9301,4.53794,A16,16
RWS01_MONICA_10D01002EC00C0200005,51.9223,4.53657,A16,16
RWS01_MONICA_10D01002EC00C0200009,51.9223,4.53657,A16,16
RWS01_MONICA_10D01002EC00C020000D,51.9223,4.53657,A16,16
RWS01_MONICA_10D01002F400B8200007,51.9208,4.53475,A16,16
RWS01_MONICA_10D01002F400B820000B,51.9208,4.53475,A16,16
RWS01_MONICA_10D01002F400B820000F,51.9208,4.53475,A16,16
RWS01_MONICA_10D010030000C0200005,51.9181,4.53487,A16,16
RWS01_MONICA_10D010030000C0200009,51.9181,4.53487,A16,16
RWS01_MONICA_10D010032000C0200005,51.9114,4.53803,A16,16
RWS01_MONICA_10D010032000C0200009,51.9114,4.53803,A16,16
RWS01_MONICA_10D010032000C020000D,51.9114,4.53803,A16,16
RWS01_MONICA_10D010032000C0200011,51.9114,4.53803,A16,16
RWS01_MONICA_10D010033400B8200007,51.907,4.54032,A16,16
RWS01_MONICA_10D010033400B820000B,51.907,4.54032,A16,16
RWS01_MONICA_10D010033400B820000F,51.907,4.54032,A16,16
RWS01_MONICA_10D010033800C0200005,51.9064,4.54146,A16,16
RWS01_MONICA_10D010033800C0200009,51.9064,4.54146,A16,16
RWS01_MONICA_10D010033800C020000D,51.9064,4.54146,A16,16
RWS01_MONICA_10D010048815D0050305,51.8451,4.60917,A16,16
RWS01_MONICA_10D010048815D0050309,51.8451,4.60917,A16,16
RWS01_MONICA_10D010058851D0050105,51.7993,4.64976,A16,16
RWS01_MONICA_10D010058851D0050109,51.7993,4.64976,A16,16
RWS01_MONICA_10D01005EC0000200007,51.7853,4.65027,A16,16
RWS01_MONICA_10D01006BC2DD0050005,51.7321,4.63277,A16,16
RWS01_MONICA_10D01006BC2DD0050009,51.7321,4.63277,A16,16
RWS01_MONICA_10D01006BC2DD005000D,51.7321,4.63277,A16,16
RWS01_MONICA_10D010071455D0050005,51.7128,4.63959,A16,16
RWS01_MONICA_10D010071455D0050009,51.7128,4.63959,A16,16
RWS01_MONICA_10D010071455D005000D,51.7128,4.63959,A16,16
RWS01_MONICA_10D01009944138200005,51.5808,4.7254,A16,16
RWS01_MONICA_10D01009944138200009,51.5808,4.7254,A16,16
RWS01_MONICA_10D0100AC800D0070007,51.5146,4.74495,A16,16
RWS01_MONICA_10D0100AC800D007000B,51.5146,4.74495,A16,16
GEO02_R_RWSTI4215,51.8983,4.54736,A16,16
GEO02_R_RWSTI4216,51.8983,4.54738,A16,16
GEO02_R_RWSTI4217,51.8983,4.54736,A16,16
GEO02_R_RWSTI4218,51.8983,4.54737,A16,16
GEO02_R_RWSTI4180,51.8065,4.64949,A16,16
GEO02_R_RWSTI4181,51.8065,4.64949,A16,16
GEO02_R_RWSTI4182,51.8066,4.64948,A16,16
GEO02_R_RWSTI4183,51.8066,4.64948,A16,16
GEO02_R_RWSTI4054,51.8391,4.61437,A16,16
GEO02_R_RWSTI4055,51.8391,4.61439,A16,16
GEO02_R_RWSTI4087,51.8377,4.61674,A16,16
GEO02_R_RWSTI4088,51.8377,4.61679,A16,16
GEO02_R_RWSTI4200,51.8807,4.56563,A16,16
GEO02_R_RWSTI4201,51.8807,4.56563,A16,16
GEO02_R_RWSTI4202,51.8807,4.56563,A16,16
GEO02_R_RWSTI4051,51.8831,4.56517,A16,16
GEO02_R_RWSTI4052,51.8831,4.56517,A16,16
GEO02_R_RWSTI4053,51.8831,4.56517,A16,16
GEO01_Z_RWSTI4041,51.557,4.73644,A16,16
GEO01_Z_RWSTI4042,51.5569,4.73651,A16,16
GEO01_Z_RWSTI186,51.5069,4.74382,A16,16
GEO01_Z_RWSTI187,51.497,4.74101,A16,16
GEO01_Z_RWSTI188,51.4909,4.73767,A16,16
GEO01_Z_RWSTI189,51.4902,4.73801,A16,16
GEO01_Z_RWSTI191,51.5095,4.74472,A16,16
RWS01_MONICA_00D01100003290200005,51.6972,4.64999,A17,17
RWS01_MONICA_00D01101980E50200005,51.636,4.54441,A17,17
RWS01_MONICA_00D01103083CD0070007,51.5697,4.4722,A17,17
RWS01_MONICA_00D01103083CD007000B,51.5697,4.4722,A17,17
RWS01_MONIBAS_0170vwa0040ra,51.6735,4.60975,A17,17
RWS01_MONIBAS_0170vwa0073ra,51.6549,4.57254,A17,17
RWS01_MONIBAS_0170vwa0130ra,51.6208,4.51263,A17,17
RWS01_MONIBAS_0170vwa0149ra,51.6063,4.49991,A17,17
RWS01_MONIBAS_0170vwa0170ra,51.5877,4.49188,A17,17
RWS01_MONIBAS_0170vwa0194ra,51.5704,4.47126,A17,17
RWS01_MONIBAS_0170vwa0210ra,51.5589,4.45766,A17,17
RWS01_MONIBAS_0170vwa0242ra,51.5344,4.43309,A17,17
RWS01_MONIBAS_0170vwb0040ra,51.6719,4.60995,A17,17
RWS01_MONIBAS_0170vwb0075ra,51.6529,4.5705,A17,17
RWS01_MONIBAS_0170vwb0131ra,51.6207,4.51015,A17,17
RWS01_MONIBAS_0170vwb0149ra,51.6051,4.49977,A17,17
RWS01_MONIBAS_0170vwb0176ra,51.5822,4.48807,A17,17
RWS01_MONIBAS_0170vwb0195ra,51.5693,4.47152,A17,17
RWS01_MONIBAS_0170vwb0213ra,51.5565,4.45493,A17,17
RWS01_MONIBAS_0170vwb0243ra,51.5339,4.43373,A17,17
RWS01_MONIBAS_0170vwc0040ra,51.6717,4.61019,A17,17
RWS01_MONIBAS_0170vwc0078ra,51.651,4.5694,A17,17
RWS01_MONIBAS_0170vwc0128ra,51.6213,4.51436,A17,17
RWS01_MONIBAS_0170vwc0149ra,51.605,4.50045,A17,17
RWS01_MONIBAS_0170vwc0175ra,51.5826,4.48971,A17,17
RWS01_MONIBAS_0170vwc0197ra,51.567,4.47001,A17,17
RWS01_MONIBAS_0170vwc0213ra,51.5558,4.45679,A17,17
RWS01_MONIBAS_0170vwc0243ra,51.5341,4.43447,A17,17
RWS01_MONIBAS_0170vwd0040ra,51.6712,4.61256,A17,17
RWS01_MONIBAS_0170vwd0077ra,51.6522,4.5696,A17,17
RWS01_MONIBAS_0170vwd0127ra,51.6214,4.51715,A17,17
RWS01_MONIBAS_0170vwd0148ra,51.6063,4.50091,A17,17
RWS01_MONIBAS_0170vwd0169ra,51.5877,4.49281,A17,17
RWS01_MONIBAS_0170vwd0195ra,51.5687,4.47247,A17,17
RWS01_MONIBAS_0170vwd0210ra,51.5581,4.45948,A17,17
RWS01_MONIBAS_0170vwd0241ra,51.5343,4.43562,A17,17
RWS01_MONIBAS_0170vwe0101ra,51.6373,4.54513,A17,17
RWS01_MONIBAS_0170vwm0242ra,51.5343,4.43439,A17,17
RWS01_MONIBAS_0170vwm0248ra,51.5289,4.42957,A17,17
RWS01_MONIBAS_0170vwn0242ra,51.5342,4.4349,A17,17
RWS01_MONIBAS_0170vwn0248ra,51.5292,4.4305,A17,17
RWS01_MONIBAS_0170vws0000ra,51.6972,4.64999,A17,17
RWS01_MONIBAS_0171hrl0001ra,51.6979,4.64802,A17,17
RWS01_MONIBAS_0171hrl0005ra,51.6951,4.64433,A17,17
RWS01_MONIBAS_0171hrl0039ra,51.6726,4.61172,A17,17
RWS01_MONIBAS_0171hrl0078ra,51.6516,4.56865,A17,17
RWS01_MONIBAS_0171hrl0101ra,51.6368,4.54564,A17,17
RWS01_MONIBAS_0171hrl0127ra,51.622,4.51572,A17,17
RWS01_MONIBAS_0171hrl0149ra,51.6057,4.50051,A17,17
RWS01_MONIBAS_0171hrl0172ra,51.5859,4.49123,A17,17
RWS01_MONIBAS_0171hrl0194ra,51.5696,4.47227,A17,17
RWS01_MONIBAS_0171hrl0210ra,51.5582,4.4585,A17,17
RWS01_MONIBAS_0171hrl0242ra,51.5342,4.43477,A17,17
RWS01_MONIBAS_0171hrr0039ra,51.6727,4.61159,A17,17
RWS01_MONIBAS_0171hrr0074ra,51.654,4.57183,A17,17
RWS01_MONIBAS_0171hrr0109ra,51.6324,4.53643,A17,17
RWS01_MONIBAS_0171hrr0131ra,51.6201,4.51157,A17,17
RWS01_MONIBAS_0171hrr0149ra,51.6058,4.50033,A17,17
RWS01_MONIBAS_0171hrr0172ra,51.586,4.49112,A17,17
RWS01_MONIBAS_0171hrr0193ra,51.5702,4.47283,A17,17
RWS01_MONIBAS_0171hrr0210ra,51.5583,4.45835,A17,17
RWS01_MONIBAS_0171hrr0242ra,51.5343,4.43459,A17,17
GEO01_Z_RWSTI4072,51.617,4.50636,A17,17
GEO01_Z_RWSTI4073,51.617,4.50636,A17,17
GEO01_Z_RWSTI193,51.6975,4.64659,A17,17
GEO01_Z_RWSTI194,51.6921,4.63814,A17,17
GEO01_Z_RWSTI195,51.691,4.63821,A17,17
GEO01_Z_RWSTI196,51.6843,4.62863,A17,17
GEO01_Z_RWSTI197,51.679,4.62082,A17,17
GEO01_Z_RWSTI199,51.668,4.59857,A17,17
GEO01_Z_RWSTI200,51.6639,4.58627,A17,17
GEO01_Z_RWSTI201,51.6599,4.57978,A17,17
GEO01_Z_RWSTI203,51.6477,4.56277,A17,17
GEO01_Z_RWSTI204,51.6409,4.55314,A17,17
GEO01_Z_RWSTI205,51.6269,4.52502,A17,17
GEO01_Z_RWSTI206,51.5964,4.49584,A17,17
GEO01_Z_RWSTI207,51.5777,4.48304,A17,17
GEO01_Z_RWSTI209,51.5645,4.46563,A17,17
GEO01_Z_RWSTI212,51.5516,4.44997,A17,17
GEO01_Z_RWSTI215,51.5267,4.42753,A17,17
GEO01_Z_RWSTI216,51.5267,4.42825,A17,17
GEO01_Z_RWSTI218,51.5516,4.45041,A17,17
GEO01_Z_RWSTI219,51.5642,4.46606,A17,17
GEO01_Z_RWSTI220,51.5775,4.48334,A17,17
GEO01_Z_RWSTI222,51.5963,4.49633,A17,17
GEO01_Z_RWSTI225,51.6294,4.53097,A17,17
GEO01_Z_RWSTI227,51.6583,4.57828,A17,17
GEO01_Z_RWSTI228,51.6646,4.58837,A17,17
GEO01_Z_RWSTI229,51.6685,4.6014,A17,17
GEO01_Z_RWSTI230,51.6795,4.62214,A17,17
GEO01_Z_RWSTI231,51.6848,4.62995,A17,17
GEO01_Z_RWSTI232,51.6903,4.63813,A17,17
GEO01_Z_RWSTI1446,51.6434,4.55749,A17,17
GEO01_Z_RWSTI4043,51.6733,4.60868,A17,17
GEO01_Z_RWSTI4044,51.6733,4.60868,A17,17
GEO01_Z_RWSTI4045,51.6703,4.61142,A17,17
GEO01_Z_RWSTI4046,51.6703,4.61142,A17,17
RWS01_MONICA_00D00F1E6821D0070007,51.9435,6.20256,A18,18
RWS01_MONICA_00D00F1E6821D007000B,51.9435,6.20256,A18,18
RWS01_MONICA_00D00F1E6845D0050005,51.9437,6.20304,A18,18
RWS01_MONICA_00D00F1E6845D0050009,51.9437,6.20304,A18,18
RWS01_MONICA_00D00F208415D0050005,51.9453,6.39565,A18,18
RWS01_MONICA_00D00F208415D0050009,51.9453,6.39565,A18,18
RWS01_MONICA_00D00F208428D0070007,51.9452,6.39598,A18,18
RWS01_MONICA_00D00F208428D007000B,51.9452,6.39598,A18,18
RWS01_MONICA_00D00F234852D0020007,51.9963,6.57264,N18,18
RWS01_MONICA_00D00F234859D0020005,51.9964,6.57273,N18,18
RWS01_MONIBAS_0151hrl1894ra,51.9171,6.14244,A18,18
RWS01_MONIBAS_0151hrl1897ra,51.919,6.14419,A18,18
RWS01_MONIBAS_0151hrl1899ra,51.9206,6.14688,A18,18
RWS01_MONIBAS_0151hrl1906ra,51.9245,6.15388,A18,18
RWS01_MONIBAS_0151hrl1913ra,51.929,6.16181,A18,18
RWS01_MONIBAS_0151hrl1919ra,51.9324,6.16774,A18,18
RWS01_MONIBAS_0151hrl1925ra,51.9358,6.17441,A18,18
GEO03_D4T-BI_I_63745_2_ID_8051,51.9152,6.13865,A18,18
GEO03_D4T-BI_I_63725_1_ID_1117,51.9433,6.2028,A18,18
GEO03_D4T-BI_I_63725_2_ID_1113,51.9438,6.20215,A18,18
GEO03_D4T-RWS_I_164_ID_727,51.9447,6.21502,A18,18
GEO03_D4T-RWS_I_165_ID_728,51.9447,6.21502,A18,18
GEO03_D4T-RWS_I_3418_V_0344_ID_918,51.9442,6.24405,A18,18
GEO03_D4T-BI_I_64740_2_ID_8040,51.9454,6.39597,A18,18
GEO03_D4T-RWS_I_197_ID_752,51.9445,6.21587,A18,18
GEO03_D4T-RWS_I_198_ID_753,51.9445,6.21587,A18,18
GEO03_D4T-RWS_I_3590_V_0356_ID_938,51.9438,6.244,A18,18
GEO03_D4T-BI_I_64740_1_ID_8039,51.9451,6.39573,A18,18
GEO03_D4T-RWS_I_3428_V_0346_ID_921,51.9524,6.46389,N18,18
GEO03_D4T-RWS_I_3601_V_0358_ID_941,51.9524,6.46389,N18,18
GEO03_D4T-RWS_I_3297A_V_0339A_ID_8512,52.2049,6.83611,N18,18
GEO03_D4T-RWS_I_3297_V_0339_ID_904,52.2049,6.83611,N18,18
GEO03_D4T-BI_I_64780_1_ID_8038,51.9963,6.5727,N18,18
GEO03_D4T-BI_I_64780_2_ID_907,51.9963,6.57269,N18,18
RWS01_MONIBAS_0200vwa0303ra,51.9364,4.45601,A20,20
RWS01_MONIBAS_0200vwa0375ra,51.9542,4.55545,A20,20
RWS01_MONIBAS_0200vwa0455ra,51.9974,4.64731,A20,20
RWS01_MONIBAS_0200vwb0277ra,51.9252,4.4242,A20,20
RWS01_MONIBAS_0200vwc0128ra,51.9505,4.23329,A20,20
RWS01_MONIBAS_0200vwc0171ra,51.9236,4.27648,A20,20
RWS01_MONIBAS_0200vwc0274ra,51.9239,4.42017,A20,20
RWS01_MONIBAS_0200vwc0386ra,51.9584,4.56981,A20,20
RWS01_MONIBAS_0200vwd0270ra,51.9228,4.41452,A20,20
RWS01_MONIBAS_0200vwr0353ra,51.9494,4.52499,A20,20
RWS01_MONIBAS_0200vws0295ra,51.9343,4.44585,A20,20
RWS01_MONIBAS_0200vwt0288ra,51.9306,4.43763,A20,20
RWS01_MONIBAS_0200vwt0290ra,51.9312,4.43959,A20,20
RWS01_MONIBAS_0200vwt0296ra,51.935,4.4347,A20,20
RWS01_MONIBAS_0200vwu0236ra,51.927,4.36772,A20,20
RWS01_MONIBAS_0200vwu0239ra,51.9258,4.37072,A20,20
RWS01_MONIBAS_0200vwu0354ra,51.9504,4.52725,A20,20
RWS01_MONIBAS_0200vwu0357ra,51.9521,4.52985,A20,20
RWS01_MONIBAS_0200vwu0362ra,51.9521,4.53685,A20,20
RWS01_MONIBAS_0201hrl0111ra,51.9646,4.22362,A20,20
RWS01_MONIBAS_0201hrl0114ra,51.9619,4.22635,A20,20
RWS01_MONIBAS_0201hrl0118ra,51.9592,4.2292,A20,20
RWS01_MONIBAS_0201hrl0120ra,51.9572,4.2307,A20,20
RWS01_MONIBAS_0201hrl0123ra,51.9546,4.23169,A20,20
RWS01_MONIBAS_0201hrl0127ra,51.9515,4.23274,A20,20
RWS01_MONIBAS_0201hrl0131ra,51.948,4.23495,A20,20
RWS01_MONIBAS_0201hrl0134ra,51.9458,4.23752,A20,20
RWS01_MONIBAS_0201hrl0137ra,51.9436,4.24035,A20,20
RWS01_MONIBAS_0201hrl0140ra,51.9416,4.24274,A20,20
RWS01_MONIBAS_0201hrl0143ra,51.9394,4.24553,A20,20
RWS01_MONIBAS_0201hrl0146ra,51.9371,4.24841,A20,20
RWS01_MONIBAS_0201hrl0149ra,51.935,4.25103,A20,20
RWS01_MONIBAS_0201hrl0152ra,51.9326,4.254,A20,20
RWS01_MONIBAS_0201hrl0155ra,51.9305,4.25657,A20,20
RWS01_MONIBAS_0201hrl0159ra,51.928,4.26061,A20,20
RWS01_MONIBAS_0201hrl0162ra,51.9267,4.26407,A20,20
RWS01_MONIBAS_0201hrl0166ra,51.9248,4.26915,A20,20
RWS01_MONIBAS_0201hrl0169ra,51.924,4.27329,A20,20
RWS01_MONIBAS_0201hrl0173ra,51.9234,4.27862,A20,20
RWS01_MONIBAS_0201hrl0176ra,51.9228,4.28334,A20,20
RWS01_MONIBAS_0201hrl0179ra,51.9222,4.2878,A20,20
RWS01_MONIBAS_0201hrl0183ra,51.9216,4.29232,A20,20
RWS01_MONIBAS_0201hrl0185ra,51.9211,4.2963,A20,20
RWS01_MONIBAS_0201hrl0190ra,51.9203,4.30228,A20,20
RWS01_MONIBAS_0201hrl0193ra,51.9197,4.30755,A20,20
RWS01_MONIBAS_0201hrl0197ra,51.919,4.31251,A20,20
RWS01_MONIBAS_0201hrl0200ra,51.9185,4.31646,A20,20
RWS01_MONIBAS_0201hrl0204ra,51.9178,4.32214,A20,20
RWS01_MONIBAS_0201hrl0208ra,51.9176,4.3279,A20,20
RWS01_MONIBAS_0201hrl0214ra,51.9194,4.33608,A20,20
RWS01_MONIBAS_0201hrl0219ra,51.921,4.34287,A20,20
RWS01_MONIBAS_0201hrl0222ra,51.922,4.34696,A20,20
RWS01_MONIBAS_0201hrl0227ra,51.9236,4.35369,A20,20
RWS01_MONIBAS_0201hrl0230ra,51.9246,4.35774,A20,20
RWS01_MONIBAS_0201hrl0233ra,51.9255,4.36297,A20,20
RWS01_MONIBAS_0201hrl0235ra,51.9256,4.36578,A20,20
RWS01_MONIBAS_0201hrl0244ra,51.926,4.37826,A20,20
RWS01_MONIBAS_0201hrl0247ra,51.9263,4.38263,A20,20
RWS01_MONIBAS_0201hrl0247rb,51.9263,4.38263,A20,20
RWS01_MONIBAS_0201hrl0250ra,51.9267,4.38738,A20,20
RWS01_MONIBAS_0201hrl0253ra,51.9269,4.39092,A20,20
RWS01_MONIBAS_0201hrl0257ra,51.9271,4.39668,A20,20
RWS01_MONIBAS_0201hrl0259ra,51.9268,4.40015,A20,20
RWS01_MONIBAS_0201hrl0261ra,51.9264,4.40261,A20,20
RWS01_MONIBAS_0201hrl0263ra,51.9256,4.40529,A20,20
RWS01_MONIBAS_0201hrl0266ra,51.9238,4.40914,A20,20
RWS01_MONIBAS_0201hrl0270ra,51.9227,4.41458,A20,20
RWS01_MONIBAS_0201hrl0272ra,51.9228,4.41666,A20,20
RWS01_MONIBAS_0201hrl0274ra,51.9239,4.4203,A20,20
RWS01_MONIBAS_0201hrl0278ra,51.9254,4.42406,A20,20
RWS01_MONIBAS_0201hrl0280ra,51.9268,4.42755,A20,20
RWS01_MONIBAS_0201hrl0284ra,51.9285,4.43154,A20,20
RWS01_MONIBAS_0201hrl0285ra,51.9293,4.43347,A20,20
RWS01_MONIBAS_0201hrl0285rb,51.9293,4.43347,A20,20
RWS01_MONIBAS_0201hrl0290ra,51.9317,4.43995,A20,20
RWS01_MONIBAS_0201hrl0295ra,51.9338,4.44482,A20,20
RWS01_MONIBAS_0201hrl0298ra,51.9349,4.44902,A20,20
RWS01_MONIBAS_0201hrl0301ra,51.936,4.45427,A20,20
RWS01_MONIBAS_0201hrl0305ra,51.9375,4.45827,A20,20
RWS01_MONIBAS_0201hrl0308ra,51.9392,4.4629,A20,20
RWS01_MONIBAS_0201hrl0310ra,51.9399,4.46565,A20,20
RWS01_MONIBAS_0201hrl0313ra,51.9405,4.46988,A20,20
RWS01_MONIBAS_0201hrl0318ra,51.9413,4.47684,A20,20
RWS01_MONIBAS_0201hrl0322ra,51.9418,4.48142,A20,20
RWS01_MONIBAS_0201hrl0328ra,51.9429,4.48991,A20,20
RWS01_MONIBAS_0201hrl0332ra,51.9448,4.4948,A20,20
RWS01_MONIBAS_0201hrl0333ra,51.9452,4.49705,A20,20
RWS01_MONIBAS_0201hrl0338ra,51.9459,4.50408,A20,20
RWS01_MONIBAS_0201hrl0342ra,51.9468,4.51016,A20,20
RWS01_MONIBAS_0201hrl0344ra,51.9471,4.51226,A20,20
RWS01_MONIBAS_0201hrl0346ra,51.9478,4.51593,A20,20
RWS01_MONIBAS_0201hrl0346rb,51.9478,4.51593,A20,20
RWS01_MONIBAS_0201hrl0350ra,51.9491,4.52115,A20,20
RWS01_MONIBAS_0201hrl0355ra,51.9504,4.52717,A20,20
