x,y,roadname,direction,meter,offset,mark
152876.013,397558.084,A2,L,116.570,4.806,SENSOR
152875.848,397568.082,A2,L,116.580,17.765,SENSOR
152875.191,397608.077,A2,L,116.620,17.673;16.980;16.980,SENSOR;SENSOR;SENSOR
152870.754,397878.040,A2,L,116.890,17.012,SENSOR
152868.782,397998.024,A2,L,117.010,1.252,SENSOR
152863.408,398317.979,A2,L,117.330,7.068,EXIT
152858.892,398577.940,A2,L,117.590,14.410,SENSOR
152858.744,398587.938,A2,L,117.600,1.532,SENSOR
152850.576,399087.856,A2,L,118.100,12.440,ENTER
152849.806,399107.841,A2,L,118.120,15.320,SENSOR
152849.421,399117.834,A2,L,118.130,2.612,SENSOR
152699.944,399675.159,A2,L,118.710,1.622;13.809,SENSOR;SENSOR
152306.616,400262.974,A2,L,119.420,4.024;10.430,SENSOR;SENSOR
151858.204,400826.266,A2,L,120.140,3.410,SENSOR
151852.065,400834.161,A2,L,120.150,16.655,SENSOR
151470.060,401335.117,A2,L,120.780,1.967;15.296,SENSOR;SENSOR
151057.789,401837.178,A2,L,121.430,2.644;16.300,SENSOR;SENSOR
150708.875,402180.840,A2,L,121.920,3.171;16.170,SENSOR;SENSOR
150286.015,402705.361,A2,L,122.600,13.401,SENSOR
150281.781,402714.421,A2,L,122.610,1.329,SENSOR
150163.984,403116.725,A2,L,123.030,11.793,EXIT
150136.709,403243.826,A2,L,123.160,16.749,SENSOR
150132.759,403263.432,A2,L,123.180,2.580,SENSOR
150122.884,403312.447,A2,L,123.230,12.089,ENTER
149998.253,403889.116,A2,L,123.820,12.918,SENSOR
149996.141,403898.891,A2,L,123.830,3.767,SENSOR
149900.603,404379.484,A2,L,124.320,12.780,SENSOR
149898.673,404389.296,A2,L,124.330,4.517,SENSOR
149811.542,404861.298,A2,L,124.810,13.361,SENSOR
149809.816,404871.148,A2,L,124.820,3.421,SENSOR
149735.881,405466.088,A2,L,125.420,12.546,SENSOR
149735.243,405476.067,A2,L,125.430,0.836,SENSOR
149640.110,406055.417,A2,L,126.020,13.002,SENSOR
149637.211,406064.988,A2,L,126.030,0.385;11.460;11.460,SENSOR;SENSOR;SENSOR
149510.759,406433.847,A2,L,126.420,2.199;15.433,SENSOR;SENSOR
149497.316,406471.519,A2,L,126.460,11.019,EXIT
149366.142,406838.780,A2,L,126.850,14.131,SENSOR
149362.810,406848.209,A2,L,126.860,4.446,SENSOR
149254.915,407160.052,A2,L,127.190,12.201,ENTER
149251.890,407169.583,A2,L,127.200,13.348;2.856,SENSOR;SENSOR
149185.047,407430.999,A2,L,127.470,3.526,SENSOR
149161.745,407619.438,A2,L,127.660,18.303,SENSOR
149153.730,407749.186,A2,L,127.790,3.754,SENSOR
149145.231,407978.995,A2,L,128.020,16.235,SENSOR
149165.785,408257.420,A2,L,128.300,1.202;17.785,SENSOR;SENSOR
149341.982,408622.897,A2,L,128.710,15.184,SENSOR
149348.069,408630.831,A2,L,128.720,4.416,SENSOR
149687.356,408888.156,A2,L,129.150,13.837;13.837;13.837;13.837,SENSOR;SENSOR;SENSOR;SENSOR
149714.985,408899.845,A2,L,129.180,3.150;3.150;3.150;3.150,SENSOR;SENSOR;SENSOR;SENSOR
150283.929,409089.053,A2,L,129.780,13.571;13.571,SENSOR;SENSOR
150293.237,409092.708,A2,L,129.790,4.663,SENSOR
150609.938,409262.676,A2,L,130.150,5.888;5.888;5.888;5.888;5.888;5.888,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
150832.603,409396.916,A2,L,130.410,19.774;19.774;19.774;19.774;19.774;19.774,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
150841.167,409402.079,A2,L,130.420,16.229,SENSOR
150849.731,409407.242,A2,L,130.430,5.758,SENSOR
151030.199,409514.623,A2,L,130.640,11.418,EXIT
151092.216,409547.084,A2,L,130.710,15.854;15.854;15.854,SENSOR;SENSOR;SENSOR
151238.944,409610.331,A2,L,130.870,18.562,ENTER
151315.215,409634.449,A2,L,130.950,11.431,SENSOR
152321.530,410773.838,A2,L,132.640,32.712,EXIT
152358.204,410960.265,A2,L,132.830,10.074,SENSOR
152360.148,410970.074,A2,L,132.840,47.385,ENTER
152560.794,412229.139,A2,L,134.120,10.068,SENSOR
152459.042,412707.792,A2,L,134.610,17.532,SENSOR
151771.528,413910.251,A2,L,136.000,33.252,EXIT
151656.168,414085.702,A2,L,136.210,30.269,ENTER
151524.190,414261.643,A2,L,136.430,19.780;19.780;19.780;19.780,SENSOR;SENSOR;SENSOR;SENSOR
151248.177,414550.671,A2,L,136.830,14.820,SENSOR
151086.198,414684.277,A2,L,137.040,19.676,SENSOR
150644.915,415060.435,A2,L,137.620,19.973;19.973;19.973,SENSOR;SENSOR;SENSOR
150266.063,415430.901,A2,L,138.150,3.425,SENSOR
149944.636,415787.285,A2,L,138.630,14.297;14.297,SENSOR;SENSOR
149753.471,416018.467,A2,L,138.930,11.441,SENSOR
149747.229,416026.280,A2,L,138.940,4.919,SENSOR
149405.645,416494.893,A2,L,139.520,15.521;15.521;15.521;15.521,SENSOR;SENSOR;SENSOR;SENSOR
149394.249,416511.328,A2,L,139.540,3.074;3.074;3.074;3.074,SENSOR;SENSOR;SENSOR;SENSOR
149187.904,416818.436,A2,L,139.910,15.263,SENSOR
149171.269,416843.402,A2,L,139.940,3.408,SENSOR
148906.250,417243.600,A2,L,140.420,3.278;16.456,SENSOR;SENSOR
148695.029,417559.471,A2,L,140.800,3.933,SENSOR
148370.329,418040.057,A2,L,141.380,2.917,SENSOR
148194.605,418295.440,A2,L,141.690,2.562,SENSOR
148056.662,418491.829,A2,L,141.930,2.431;17.805,SENSOR;SENSOR
147928.662,418670.759,A2,L,142.150,4.678,SENSOR
147836.212,418801.346,A2,L,142.310,9.754,EXIT
147718.769,418963.222,A2,L,142.510,2.017,SENSOR
147648.112,419060.213,A2,L,142.630,10.231,ENTER
147605.490,419115.738,A2,L,142.700,16.901,SENSOR
147378.186,419394.845,A2,L,143.060,16.775,SENSOR
147358.136,419417.160,A2,L,143.090,2.113,SENSOR
146907.443,419809.335,A2,L,143.690,2.741,SENSOR
146493.873,420153.452,A2,L,144.230,2.007,SENSOR
146219.901,420626.399,A2,L,144.780,4.728,SENSOR
146143.402,420946.740,A2,L,145.110,18.772,SENSOR
146139.326,420976.444,A2,L,145.140,1.473,SENSOR
146113.796,421345.561,A2,L,145.510,0.463,SENSOR
146100.395,421575.170,A2,L,145.740,3.591,SENSOR
146082.170,422134.578,A2,L,146.300,19.487,SENSOR
146082.791,422154.569,A2,L,146.320,2.749,SENSOR
146090.522,422394.443,A2,L,146.560,12.413,EXIT
146092.041,422434.415,A2,L,146.600,1.035;17.808,SENSOR;SENSOR
146102.602,422704.208,A2,L,146.870,13.141,ENTER
146106.684,422804.124,A2,L,146.970,1.729;15.975,SENSOR;SENSOR
146122.487,423173.784,A2,L,147.340,17.734,SENSOR
146122.852,423183.777,A2,L,147.350,3.007,SENSOR
146137.840,423593.503,A2,L,147.760,18.097,SENSOR
146138.211,423603.496,A2,L,147.770,0.210,SENSOR
146159.980,424193.089,A2,L,148.360,17.074,SENSOR
146160.277,424203.085,A2,L,148.370,1.190;1.190;1.190,SENSOR;SENSOR;SENSOR
146219.920,424668.006,A2,L,148.840,3.591;3.591;3.591,SENSOR;SENSOR;SENSOR
146244.389,424775.249,A2,L,148.950,17.922,SENSOR
146280.749,425072.309,A2,L,149.250,0.520,SENSOR
146272.319,425292.053,A2,L,149.470,13.217,SENSOR
146221.526,425749.233,A2,L,149.930,13.891,SENSOR
146220.393,425759.169,A2,L,149.940,2.602;2.602;2.602,SENSOR;SENSOR;SENSOR
146110.167,426305.705,A2,L,150.500,14.776,SENSOR
146106.460,426314.992,A2,L,150.510,3.428,SENSOR
145972.355,426594.340,A2,L,150.820,15.455,EXIT
145939.357,426656.073,A2,L,150.890,3.807;3.807;3.807,SENSOR;SENSOR;SENSOR
145920.405,426691.298,A2,L,150.930,14.779,SENSOR
145756.158,426988.994,A2,L,151.270,4.453,SENSOR
145649.732,427181.539,A2,L,151.490,11.784;2.074,SENSOR;ENTER
145573.187,427322.040,A2,L,151.650,1.899,SENSOR
145462.350,427523.567,A2,L,151.880,14.071,SENSOR
145387.547,427653.582,A2,L,152.030,3.048,SENSOR
145166.811,428010.898,A2,L,152.450,15.020,SENSOR
145060.474,428180.285,A2,L,152.650,5.221,SENSOR
144752.713,428671.897,A2,L,153.230,3.855,SENSOR
144541.977,429011.874,A2,L,153.630,5.251;5.251;5.251;5.251;5.251,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
144252.817,429491.212,A2,L,154.190,1.989,SENSOR
144089.577,429800.809,A2,L,154.540,5.099,SENSOR
144061.833,429854.010,A2,L,154.600,5.089,SENSOR
143895.238,430173.142,A2,L,154.960,19.368,SENSOR
143885.891,430190.824,A2,L,154.980,3.824,SENSOR
143709.346,430527.323,A2,L,155.360,1.717;19.189,SENSOR;SENSOR
143588.911,430757.748,A2,L,155.620,19.829,SENSOR
143579.630,430775.464,A2,L,155.640,3.535,SENSOR
143341.798,431237.858,A2,L,156.160,3.520,SENSOR
143128.538,431599.443,A2,L,156.580,2.546;2.546;2.546;2.546;2.546;2.546,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
142991.666,431796.563,A2,L,156.820,3.083,SENSOR
142902.015,431929.060,A2,L,156.980,14.232,EXIT
142822.675,432056.352,A2,L,157.130,3.060;3.060;3.060;3.060;3.060,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
142734.147,432213.053,A2,L,157.310,11.913,ENTER
142613.439,432454.489,A2,L,157.580,2.511,SENSOR
142526.702,432634.697,A2,L,157.780,1.983,SENSOR
142437.955,432813.928,A2,L,157.980,2.791;2.791;2.791;2.791;2.791,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
142229.898,433201.598,A2,L,158.420,2.076,SENSOR
142034.779,433562.193,A2,L,158.830,3.928,SENSOR
141825.462,433949.198,A2,L,159.270,2.268,SENSOR
141632.272,434264.653,A2,L,159.640,4.494,SENSOR
141438.048,434567.765,A2,L,160.000,14.466,EXIT
141354.191,434704.020,A2,L,160.160,2.867;2.867;2.867;2.867;2.867,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
141211.874,434956.648,A2,L,160.450,12.568,ENTER
141070.842,435243.856,A2,L,160.770,2.724,SENSOR
140946.226,435516.749,A2,L,161.070,3.113,SENSOR
140739.164,435971.859,A2,L,161.570,4.736,SENSOR
140506.639,436481.302,A2,L,162.130,4.335,SENSOR
140230.967,437002.383,A2,L,162.720,2.418;2.418;2.418;2.418;2.418;2.418,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
139960.712,437434.889,A2,L,163.230,2.736,SENSOR
139860.610,437596.380,A2,L,163.420,14.474,EXIT
139759.863,437757.470,A2,L,163.610,3.502,SENSOR
139542.306,438104.988,A2,L,164.020,2.946,SENSOR
139537.000,438113.464,A2,L,164.030,12.848,ENTER
139382.530,438358.901,A2,L,164.320,2.564;2.564;2.564;2.564;2.564;2.564,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
139071.314,438748.054,A2,L,164.820,4.894,SENSOR
138776.015,439032.446,A2,L,165.230,2.694,SENSOR
138636.749,439161.668,A2,L,165.420,19.035,EXIT
138600.923,439196.546,A2,L,165.470,5.380,SENSOR
138232.810,439549.515,A2,L,165.980,5.338,SENSOR
138167.699,439611.649,A2,L,166.070,16.835,ENTER
137766.126,440001.897,A2,L,166.630,1.900,SENSOR
137341.703,440411.637,A2,L,167.220,4.237,SENSOR
137021.648,440727.929,A2,L,167.670,5.254,SENSOR
136773.419,441040.474,A2,L,168.070,3.354,SENSOR
136554.797,441387.292,A2,L,168.480,2.365,SENSOR
136438.553,441574.074,A2,L,168.700,1.769,SENSOR
136299.004,441793.445,A2,L,168.960,18.521,SENSOR
136183.701,441980.805,A2,L,169.180,4.061,SENSOR
136106.100,442109.172,A2,L,169.330,17.839,SENSOR
135929.539,442399.734,A2,L,169.670,2.615;2.615,SENSOR;SENSOR
135638.059,442866.124,A2,L,170.220,3.258,SENSOR
135263.415,443372.401,A2,L,170.850,4.410,SENSOR
134905.097,443761.030,A2,L,171.380,5.710,SENSOR
134646.806,443982.121,A2,L,171.720,3.795,SENSOR
134450.667,444152.792,A2,L,171.980,1.534,SENSOR
134239.310,444364.689,A2,L,172.280,14.138,EXIT
134064.869,444689.457,A2,L,172.650,1.536,SENSOR
133963.180,444939.570,A2,L,172.920,17.337,ENTER
133857.230,445241.490,A2,L,173.240,4.935,SENSOR
133734.399,445601.079,A2,L,173.620,2.522,SENSOR
133634.169,445915.411,A2,L,173.950,0.616,SENSOR
133584.588,446109.154,A2,L,174.150,14.777,EXIT
133556.644,446236.115,A2,L,174.280,14.402,ENTER
133509.819,446420.139,A2,L,174.470,4.614,SENSOR
133348.899,446914.613,A2,L,174.990,2.867,SENSOR
133241.763,447216.117,A2,L,175.310,2.364,SENSOR
133029.434,447798.439,A2,L,175.930,1.399,SENSOR
132927.564,448133.184,A2,L,176.280,1.149,SENSOR
132878.674,448306.412,A2,L,176.460,13.317,EXIT
132815.847,448660.140,A2,L,176.820,4.716,SENSOR
132813.704,448970.062,A2,L,177.130,1.223,ENTER
132819.218,449199.995,A2,L,177.360,0.711,SENSOR
132833.783,449699.782,A2,L,177.860,1.483,SENSOR
132850.314,450209.506,A2,L,178.370,3.475,SENSOR
132866.455,450759.268,A2,L,178.920,1.233,SENSOR
132880.694,451239.056,A2,L,179.400,2.656,SENSOR
132906.071,451678.105,A2,L,179.840,3.305,SENSOR
133002.005,452086.878,A2,L,180.260,18.254,SENSOR
133175.826,452764.951,A2,L,180.960,16.479;16.479;16.479,SENSOR;SENSOR;SENSOR
133571.815,454335.705,A2,L,182.580,33.078,EXIT
133602.212,454451.791,A2,L,182.700,19.726,SENSOR
133654.205,454736.872,A2,L,182.990,18.769,SENSOR
133667.287,454876.239,A2,L,183.130,30.505,ENTER
133668.708,454916.213,A2,L,183.170,18.047,SENSOR
133663.696,455196.016,A2,L,183.450,18.890,SENSOR
133328.019,456286.975,A2,L,184.600,19.760,SENSOR
133256.065,456440.997,A2,L,184.770,19.733,SENSOR
133180.177,456604.216,A2,L,184.950,18.969,SENSOR
133111.398,456748.678,A2,L,185.110,16.020,SENSOR
132555.262,457576.344,A2,L,186.110,18.235,SENSOR
132362.968,457779.749,A2,L,186.390,30.404,EXIT
132231.201,457902.336,A2,L,186.570,19.847,SENSOR
131942.580,458133.564,A2,L,186.940,19.052,SENSOR
131885.919,458174.668,A2,L,187.010,32.691,ENTER
131070.334,458717.955,A2,L,187.990,31.575,EXIT
130796.023,458901.404,A2,L,188.320,11.714,SENSOR
130464.749,459142.460,A2,L,188.730,28.989,ENTER
130343.100,459261.209,A2,L,188.900,14.345,SENSOR
129938.833,459663.029,A2,L,189.470,19.426;4.679,SENSOR;SENSOR
129554.854,460056.554,A2,L,190.020,4.146,SENSOR
129245.086,460508.721,A2,L,190.570,2.189,SENSOR
129027.478,461013.756,A2,L,191.120,1.181,SENSOR
128815.370,461521.210,A2,L,191.670,4.334,SENSOR
128637.665,461945.494,A2,L,192.130,3.800;3.800;3.800;3.800;3.800;3.800,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
128404.923,462498.513,A2,L,192.730,2.847,SENSOR
128174.494,463052.495,A2,L,193.330,0.788,SENSOR
127975.801,463522.198,A2,L,193.840,0.743,SENSOR
127749.805,464077.725,A2,L,194.440,1.496,SENSOR
127663.343,464658.967,A2,L,195.030,0.857;0.857;0.857;0.857;0.857;0.857,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127647.400,465078.663,A2,L,195.450,16.328,EXIT
127640.127,465248.507,A2,L,195.620,0.489;0.489;0.489;0.489;0.489;0.489;15.134;17.869,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127637.212,465308.436,A2,L,195.680,15.667,ENTER
127620.102,465658.017,A2,L,196.030,1.804;1.804;1.804;1.804;1.804;1.804;1.804,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127611.297,465857.823,A2,L,196.230,2.310,SENSOR
127604.818,466107.711,A2,L,196.480,2.777;2.777;2.777;2.777;2.777;2.777,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127608.754,466347.657,A2,L,196.720,2.047,SENSOR
127620.162,466737.490,A2,L,197.110,1.584,SENSOR
127629.582,467057.351,A2,L,197.430,4.320;4.320;4.320;4.320;4.320;4.320,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127640.509,467667.204,A2,L,198.040,4.771,SENSOR
127639.067,468117.202,A2,L,198.490,1.426,SENSOR
127637.779,468627.190,A2,L,199.000,3.253,SENSOR
127645.550,469287.144,A2,L,199.660,0.339,SENSOR
127654.515,469827.014,A2,L,200.200,4.981,SENSOR
127643.397,470435.684,A2,L,200.810,3.171;3.171;3.171;3.171;3.171;3.171,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127574.147,470737.574,A2,L,201.120,3.899,SENSOR
127548.088,470813.202,A2,L,201.200,16.602,EXIT
127450.932,471043.330,A2,L,201.450,3.389;3.389;3.389;3.389;3.389;3.389,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
127341.616,471245.642,A2,L,201.680,14.074,ENTER
127317.039,471289.185,A2,L,201.730,2.535,SENSOR
127070.123,471780.116,A2,L,202.280,2.260;2.260;2.260;2.260;2.260;2.260,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
126874.168,472336.471,A2,L,202.870,4.466,SENSOR
126684.764,472905.792,A2,L,203.470,3.400,SENSOR
126510.783,473469.395,A2,L,204.060,3.828,SENSOR
126376.191,474043.825,A2,L,204.650,1.748,SENSOR
126239.168,474638.227,A2,L,205.260,2.999;2.999;2.999;2.999;2.999;2.999,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
126130.486,475012.571,A2,L,205.650,16.955,EXIT
126059.646,475199.585,A2,L,205.850,4.518;4.518;4.518;4.518;4.518;4.518,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
126010.764,475320.045,A2,L,205.980,17.092,ENTER
125982.151,475394.731,A2,L,206.060,131.596,ENTER
125962.184,475451.311,A2,L,206.120,65.781,ENTER
125861.820,475776.148,A2,L,206.460,4.200;4.200;4.200;4.200;4.200;4.200;4.200,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
125683.576,476327.641,A2,L,207.040,2.489,SENSOR
125435.396,476873.692,A2,L,207.640,4.726;4.726;4.726;4.726;4.726;4.726;4.726,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
125418.047,476909.734,A2,L,207.680,2.325;2.325;2.325;2.325;2.325;2.325,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
125259.640,477244.102,A2,L,208.050,18.330,SENSOR
125255.414,477253.165,A2,L,208.060,3.285;17.761,SENSOR;SENSOR
125246.961,477271.290,A2,L,208.080,4.989,SENSOR
125077.307,477611.263,A2,L,208.460,2.058;2.058;2.058;2.058;2.058,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
125059.110,477646.884,A2,L,208.500,19.458,SENSOR
124990.784,477780.420,A2,L,208.650,0.203;0.203,SENSOR;SENSOR
124845.375,478054.196,A2,L,208.960,5.446;14.965,SENSOR;SENSOR
124520.944,478674.458,A2,L,209.660,10.398,SENSOR
124497.807,478718.783,A2,L,209.710,0.807,SENSOR
124289.829,479117.830,A2,L,210.160,2.441;14.268,SENSOR;SENSOR
124100.839,479458.853,A2,L,210.550,19.060,SENSOR
124095.659,479467.406,A2,L,210.560,1.583,SENSOR
124043.770,479552.890,A2,L,210.660,18.838,SENSOR
123854.001,479858.798,A2,L,211.020,4.638,SENSOR
123651.621,480180.420,A2,L,211.400,1.579;19.942,SENSOR;SENSOR
123609.290,480248.302,A2,L,211.480,8.277,EXIT
123593.318,480273.697,A2,L,211.510,7.265,SENSOR
123513.325,480400.587,A2,L,211.660,4.190,SENSOR
123431.875,480526.545,A2,L,211.810,8.947,ENTER
123404.457,480568.357,A2,L,211.860,6.145,SENSOR
123240.288,480819.451,A2,L,212.160,2.411,SENSOR
123105.304,481029.877,A2,L,212.410,3.320,SENSOR
122939.391,481303.324,A2,L,212.730,4.975,SENSOR
122812.202,481607.161,A2,L,213.060,7.398;3.945,SENSOR;SENSOR
122786.555,481703.815,A2,L,213.160,17.915;17.915;17.915;17.915,SENSOR;SENSOR;SENSOR;SENSOR
122747.110,481899.774,A2,L,213.360,14.865,SENSOR
122722.784,482118.418,A2,L,213.580,4.817,SENSOR
122717.508,482178.185,A2,L,213.640,15.100,SENSOR
122696.177,482407.193,A2,L,213.870,15.825;15.825,SENSOR;SENSOR
122676.234,482636.326,A2,L,214.100,16.526,SENSOR
122654.528,482885.381,A2,L,214.350,,END
